000016 上证50 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
20040102,997.00,1021.57,993.89,1011.35,8064652,5742758912.00
20040105,1008.28,1060.90,1008.28,1060.80,14468180,10706463744.00
20040106,1059.14,1086.69,1059.09,1075.66,16991334,12416997376.00
20040107,1075.56,1095.84,1070.98,1086.30,13729419,10352534528.00
20040108,1087.68,1108.29,1082.51,1102.66,10780427,8188926976.00
20040109,1105.77,1115.46,1079.07,1081.79,13467442,10548445184.00
20040112,1081.81,1117.51,1079.77,1116.80,10233943,8376568832.00
20040113,1120.15,1123.66,1089.63,1102.34,9837189,7989281280.00
20040114,1101.44,1101.67,1076.87,1079.72,7120499,5343577600.00
20040115,1078.53,1088.67,1070.73,1073.98,6179207,4755874816.00
20040116,1076.64,1087.82,1067.85,1083.65,7174167,5520317952.00
20040129,1086.66,1101.03,1084.45,1100.60,5791230,4529582080.00
20040130,1102.17,1103.70,1066.44,1067.55,7761118,5943973888.00
20040202,1107.49,1116.31,1069.97,1091.73,15432922,11668205568.00
20040203,1091.86,1103.24,1084.39,1102.95,8411107,6827915264.00
20040204,1104.74,1130.14,1104.74,1128.44,10534990,8915089408.00
20040205,1135.62,1136.42,1118.17,1127.90,9774314,8521830400.00
20040206,1125.49,1139.09,1108.91,1122.08,11140337,9086959616.00
20040209,1122.29,1134.91,1122.28,1134.61,8598305,7038850048.00
20040210,1137.72,1141.99,1116.93,1120.96,8662780,7084279296.00
20040211,1121.81,1123.77,1100.24,1110.06,9246320,7161101312.00
20040212,1110.83,1122.48,1092.29,1094.11,9581597,7735862272.00
20040213,1094.00,1105.82,1088.86,1096.36,6904821,5758474752.00
20040216,1098.86,1124.35,1098.86,1123.75,7623410,6197794304.00
20040217,1127.10,1132.71,1121.28,1123.62,8815897,7856931328.00
20040218,1123.70,1136.53,1119.63,1129.28,8093711,7208809472.00
20040219,1130.40,1138.08,1119.67,1122.38,7130805,6217181184.00
20040220,1122.93,1125.37,1112.94,1124.66,5988759,5258601472.00
20040223,1126.23,1129.52,1092.01,1093.14,8802509,7258275840.00
20040224,1090.25,1095.94,1072.33,1093.10,8449382,6881090560.00
20040225,1094.43,1104.35,1067.13,1070.36,8064055,6373129728.00
20040226,1068.13,1080.23,1061.20,1079.90,8100890,6041586176.00
20040227,1081.71,1090.89,1079.93,1088.72,7293069,5654382592.00
20040301,1089.65,1095.23,1076.08,1094.24,6441715,5297533440.00
20040302,1096.10,1099.71,1086.72,1093.39,5577318,4608231936.00
20040303,1093.36,1093.74,1067.94,1072.64,5214819,4177177088.00
20040304,1070.90,1079.27,1061.89,1078.35,4810433,3854363392.00
20040305,1080.34,1083.14,1070.30,1071.58,3365027,2754915328.00
20040308,1070.11,1075.75,1056.04,1057.10,4599849,3706593792.00
20040309,1057.36,1075.22,1056.88,1061.16,6918021,4876685824.00
20040310,1062.98,1091.35,1062.98,1091.10,6113973,4768362496.00
20040311,1092.74,1102.22,1086.55,1095.56,5761791,4817175552.00
20040312,1096.35,1102.13,1088.44,1099.08,5236097,4158683904.00
20040315,1100.40,1134.28,1100.15,1131.68,10252069,8500648448.00
20040316,1136.27,1139.49,1127.85,1135.57,7329359,6223976960.00
20040317,1136.45,1139.28,1124.60,1135.17,5489802,4842844160.00
20040318,1134.93,1141.81,1110.32,1111.85,6869805,5785905152.00
20040319,1110.44,1130.26,1107.10,1129.78,5885994,4782877184.00
20040322,1130.87,1141.81,1126.19,1134.79,5093686,4319534592.00
20040323,1133.99,1134.13,1115.68,1121.33,5587535,4644464128.00
20040324,1120.21,1125.06,1109.33,1115.51,4800139,4213864192.00
20040325,1114.75,1126.19,1108.18,1115.24,4609216,3777134592.00
20040326,1115.49,1118.72,1105.55,1112.78,5394547,4629500416.00
20040329,1112.28,1115.05,1100.43,1101.66,5336270,4156404736.00
20040330,1100.80,1106.01,1093.12,1101.27,4158677,3465947392.00
20040331,1102.29,1113.74,1097.87,1108.54,4247860,3468943616.00
20040401,1109.72,1124.25,1108.91,1123.44,4682707,3975839744.00
20040402,1125.36,1133.44,1122.64,1127.81,5788954,4954578432.00
20040405,1128.51,1129.81,1112.29,1118.27,6259749,5142214656.00
20040406,1117.89,1124.02,1106.60,1123.86,5545980,4525595136.00
20040407,1124.25,1125.63,1116.13,1117.72,4669148,4099465984.00
20040408,1117.12,1118.47,1109.78,1112.84,5758736,4997167616.00
20040409,1113.72,1119.15,1083.33,1088.16,6921966,5577014784.00
20040412,1082.45,1087.48,1071.12,1080.08,5021174,3920294144.00
20040413,1081.05,1087.32,1070.84,1072.73,4958853,3738541056.00
20040414,1072.20,1074.63,1052.92,1065.68,4838037,3806044160.00
20040415,1066.18,1072.24,1053.08,1055.89,3601203,2762241024.00
20040416,1056.80,1071.55,1049.03,1071.23,4437637,3409113088.00
20040419,1072.50,1073.40,1052.50,1054.74,4078683,2964938240.00
20040420,1053.44,1059.42,1045.20,1052.24,3393887,2559575808.00
20040421,1053.38,1061.65,1040.37,1043.53,4492804,3406300928.00
20040422,1042.47,1055.21,1039.35,1050.76,4135646,3094117888.00
20040423,1048.23,1048.27,1032.87,1034.41,3236349,2428808960.00
